Rk,Player,HR,Season,Age,Team,Lg,G,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,Pos,Player-additional
153,Mickey Moniak,14,2024,26,LAA,AL,124,418,392,48,86,53,17,2,14,49,8,4,21,114,.219,.266,.380,.646,80,149,3,4,0,1,0,*89H/D7,moniami01
154,J.T. Realmuto,14,2024,33,PHI,NL,99,413,380,50,101,68,18,1,14,47,2,2,27,102,.266,.322,.429,.751,107,163,7,5,0,1,1,2,realmjt01
155,Luis Robert Jr.,14,2024,26,CHW,AL,100,425,393,47,88,55,19,0,14,35,23,6,28,141,.224,.278,.379,.657,86,149,8,2,0,1,2,8/DH,roberlu01
156,Jesse Winker,14,2024,30,NYMWSN,NL,145,508,430,63,109,72,23,0,14,58,14,4,63,106,.253,.360,.405,.764,117,174,12,10,2,3,2,7DH9,winkeje01
157,Joey Bart,13,2024,27,PIT,NL,80,282,253,38,67,43,11,0,13,45,0,0,22,73,.265,.337,.462,.799,121,117,8,6,0,1,0,2D/H,bartjo01
158,Triston Casas,13,2024,24,BOS,AL,63,243,212,28,51,30,8,0,13,32,0,1,30,77,.241,.337,.462,.800,124,98,6,1,0,0,4,3/HD,casastr01
159,Ty France,13,2024,29,CINSEA,ALNL,140,535,479,46,112,75,24,0,13,51,1,1,38,114,.234,.305,.365,.670,92,175,16,13,0,5,0,*3/DH4,francty01
160,TJ Friedl,13,2024,28,CIN,NL,85,341,297,35,67,48,5,1,13,55,9,1,26,52,.226,.310,.380,.690,88,113,1,12,2,4,0,8/HD,friedtj01
161,Hunter Goodman,13,2024,24,COL,NL,70,224,211,24,40,18,9,0,13,36,1,1,8,64,.190,.228,.417,.645,68,88,5,3,0,2,0,92DH/73,goodmhu01
162,Jonah Heim,13,2024,29,TEX,AL,131,491,459,45,101,75,12,1,13,59,1,1,26,90,.220,.267,.336,.602,75,154,13,4,0,2,0,*2DH,heimjo01
163,Colt Keith,13,2024,22,DET,AL,148,556,516,54,134,102,15,4,13,61,7,1,36,110,.260,.309,.380,.689,94,196,4,2,0,2,2,*4DH,keithco01
164,Jake Meyers,13,2024,28,HOU,AL,148,513,461,51,101,65,20,3,13,61,11,3,35,117,.219,.286,.360,.646,83,166,17,10,3,4,0,*8H/7D,meyerja02
165,Ryan Mountcastle,13,2024,27,BAL,AL,124,507,473,54,128,83,30,2,13,63,3,0,27,114,.271,.308,.425,.733,110,201,13,1,0,6,0,*3H/D,mountry01
166,Bo Naylor,13,2024,24,CLE,AL,123,389,354,39,71,46,10,2,13,39,6,3,29,122,.201,.264,.350,.614,73,124,3,2,2,2,1,*2H/D,naylobo01
167,Jhonkensy Noel,13,2024,22,CLE,AL,67,198,179,25,39,18,7,1,13,28,0,0,13,63,.218,.288,.486,.774,115,87,1,5,0,1,0,9H/3D7,noeljh01
168,Andy Pages,13,2024,23,LAD,NL,116,443,403,65,100,63,23,1,13,46,1,2,29,108,.248,.305,.407,.712,100,164,8,6,0,4,0,*89/H7D,pagesan01
169,Brendan Rodgers,13,2024,27,COL,NL,135,539,501,67,134,91,29,1,13,54,1,0,31,132,.267,.314,.407,.721,92,204,12,4,1,2,1,*4/DH,rodgebr02
170,Keibert Ruiz,13,2024,25,WSN,NL,127,485,459,46,105,71,21,0,13,57,3,1,16,54,.229,.260,.359,.619,74,165,13,5,0,5,0,*2D/H,ruizke01
171,Nolan Schanuel,13,2024,22,LAA,AL,147,607,519,62,130,98,19,0,13,54,10,1,68,103,.250,.343,.362,.706,100,188,14,9,3,7,0,*3/HD,schanno01
172,Davis Schneider,13,2024,25,TOR,AL,135,454,397,48,76,43,19,1,13,46,6,0,47,144,.191,.282,.343,.625,77,136,2,5,0,5,0,74H/D,schneda03
173,Jon Singleton,13,2024,32,HOU,AL,119,405,355,46,83,56,13,1,13,42,0,0,47,111,.234,.321,.386,.707,101,137,2,0,0,3,0,3HD,singljo02
174,Josh Smith,13,2024,26,TEX,AL,149,592,523,67,135,91,30,1,13,62,11,2,46,121,.258,.337,.394,.731,114,206,6,18,2,3,1,56DH/749,smithjo11
175,Rowdy Tellez,13,2024,29,PIT,NL,131,421,383,38,93,62,18,0,13,56,1,0,31,89,.243,.299,.392,.691,92,150,12,2,0,5,0,*3H/1,tellero01
176,Alex Verdugo,13,2024,28,NYY,AL,149,621,559,74,130,88,28,1,13,61,2,1,49,93,.233,.291,.356,.647,84,199,14,1,2,10,0,*79/8,verdual01
177,Matt Wallner,13,2024,26,MIN,AL,75,261,220,26,57,26,17,1,13,37,3,0,24,95,.259,.372,.523,.894,149,115,2,16,0,1,0,97DH/1,wallnma01
178,Austin Wells,13,2024,24,NYY,AL,115,414,354,42,81,49,18,1,13,55,1,2,47,87,.229,.322,.395,.718,104,140,9,5,1,7,0,*2H/D,wellsau01
179,Connor Wong,13,2024,28,BOS,AL,126,487,447,54,125,87,24,1,13,52,8,7,28,114,.280,.333,.425,.758,113,190,7,9,1,2,1,23DH/47,wongco01
180,Harrison Bader,12,2024,30,NYM,NL,143,437,402,57,95,64,19,0,12,51,17,8,21,95,.236,.284,.373,.657,86,150,6,8,0,6,1,*8H/D,baderha01
181,Jake Bauers,12,2024,28,MIL,NL,116,346,302,45,60,37,9,2,12,43,13,1,39,118,.199,.301,.361,.662,84,109,0,5,0,0,1,3HD9/71,bauerja01
182,Charlie Blackmon,12,2024,37,COL,NL,124,499,449,59,115,74,24,5,12,52,6,2,43,86,.256,.329,.412,.741,97,185,4,6,0,1,2,D9H/8,blackch02
183,Willi Castro,12,2024,27,MIN,AL,158,635,558,89,138,90,31,5,12,60,14,9,51,150,.247,.331,.385,.717,102,215,8,21,1,4,0,64785/H1,castrwi01
184,Ernie Clement,12,2024,28,TOR,AL,139,452,434,48,114,78,21,3,12,51,12,3,11,41,.263,.284,.408,.692,94,177,11,3,2,2,1,56H/4D17,clemeer01
185,Randal Grichuk,12,2024,32,ARI,NL,106,279,254,40,74,40,20,2,12,46,0,0,20,46,.291,.348,.528,.875,139,134,5,3,0,2,0,9DH7,grichra01
186,Mitch Haniger,12,2024,33,SEA,AL,121,423,380,42,79,55,12,0,12,44,0,0,40,126,.208,.286,.334,.620,83,127,10,2,0,1,0,9DH,hanigmi01
187,Kiké Hernández,12,2024,32,LAD,NL,126,393,362,44,83,55,16,0,12,42,0,0,27,77,.229,.281,.373,.654,84,135,13,0,1,3,0,5H3784/61D,hernaen02
188,Spencer Horwitz,12,2024,26,TOR,AL,97,381,328,46,87,56,19,0,12,40,0,0,42,70,.265,.357,.433,.790,123,142,8,7,0,4,2,34DH,horwisp01
189,Korey Lee,12,2024,25,CHW,AL,125,394,377,36,79,52,14,1,12,37,6,3,17,122,.210,.244,.347,.591,67,131,12,0,0,0,0,*2H/D,leeko01
190,Jeff McNeil,12,2024,32,NYM,NL,129,472,424,57,101,63,26,0,12,44,5,1,35,68,.238,.308,.384,.692,96,163,6,9,1,3,1,*497/H,mcneije01
191,Lars Nootbaar,12,2024,26,STL,NL,109,405,348,39,85,52,18,3,12,45,7,3,52,79,.244,.342,.417,.758,113,145,10,1,1,3,2,978/H,nootbla01
192,Leody Taveras,12,2024,25,TEX,AL,151,529,480,59,110,78,17,3,12,44,23,6,42,112,.229,.289,.352,.641,87,169,8,0,3,4,0,*8/HD,taverle01
193,Anthony Volpe,12,2024,23,NYY,AL,160,689,637,90,155,109,27,7,12,60,28,7,42,156,.243,.293,.364,.657,86,232,9,4,2,3,1,*6/H,volpean01
194,Francisco Alvarez,11,2024,22,NYM,NL,100,342,308,39,73,46,14,2,11,47,1,1,30,86,.237,.307,.403,.710,100,124,7,2,0,2,0,2/HD,alvarfr01
195,Xander Bogaerts,11,2024,31,SDP,NL,111,463,428,50,113,86,15,1,11,44,13,3,28,79,.264,.307,.381,.688,92,163,13,1,0,6,0,46/DH,bogaexa01
196,Jonah Bride,11,2024,28,MIA,NL,71,272,232,30,64,43,10,0,11,39,0,1,30,55,.276,.357,.461,.818,125,107,9,3,0,7,1,3D5/4H,bridejo01
197,Adam Duvall,11,2024,35,ATL,NL,104,330,303,29,55,34,10,0,11,30,0,0,21,99,.182,.245,.323,.569,57,98,6,5,0,1,0,79H/D,duvalad01
198,Ha-Seong Kim,11,2024,28,SDP,NL,121,470,403,60,94,64,16,3,11,47,22,5,58,77,.233,.330,.370,.700,96,149,8,2,4,3,4,*6/H,kimha01
199,Ramón Laureano,11,2024,29,ATLCLE,ALNL,98,309,286,35,74,46,16,1,11,33,8,3,15,96,.259,.311,.437,.748,107,125,5,7,0,1,0,97H8,laurera01
200,Joey Ortiz,11,2024,25,MIL,NL,142,511,440,58,105,63,25,6,11,60,11,6,56,103,.239,.329,.398,.726,102,175,10,6,3,6,0,*56/H4,ortizjo06
201,Rob Refsnyder,11,2024,33,BOS,AL,93,307,272,32,77,49,16,1,11,40,2,2,28,78,.283,.359,.471,.830,133,128,6,5,0,1,2,79HD,refsnro01
202,Gary Sánchez,11,2024,31,MIL,NL,89,280,245,30,54,35,7,1,11,37,0,0,27,76,.220,.307,.392,.699,94,96,9,5,0,3,0,D2H/3,sanchga02
203,Bryson Stott,11,2024,26,PHI,NL,148,571,506,65,124,92,19,2,11,57,32,3,53,93,.245,.315,.356,.671,86,180,9,3,0,9,1,*46H/D,stottbr01
204,Justin Turner,11,2024,39,SEATOR,AL,139,539,460,59,119,84,24,0,11,55,0,2,59,95,.259,.354,.383,.737,113,176,16,13,0,7,2,D3H/5,turneju01
205,Ramón Urías,11,2024,30,BAL,AL,100,301,272,39,69,47,9,2,11,37,1,1,23,55,.254,.322,.423,.745,114,115,0,5,0,1,0,5/H4D3,uriasra01
206,Christian Yelich,11,2024,32,MIL,NL,73,315,270,44,85,59,12,3,11,42,21,1,40,58,.315,.406,.504,.909,152,136,3,2,1,1,3,7D,yelicch01
207,Ozzie Albies,10,2024,27,ATL,NL,99,435,399,52,100,60,29,1,10,53,8,1,27,65,.251,.303,.404,.707,95,161,6,5,0,4,0,4,albieoz01
208,Pete Crow-Armstrong,10,2024,22,CHC,NL,123,410,372,46,88,59,13,6,10,47,27,3,21,98,.237,.286,.384,.670,88,143,4,6,8,3,2,*8H,crowape01
209,Joey Gallo,10,2024,30,WSN,NL,76,260,223,24,36,17,9,0,10,27,3,1,32,102,.161,.277,.336,.613,73,75,1,4,0,1,0,3/9HD7,gallojo01
210,Jason Heyward,10,2024,34,HOULAD,ALNL,87,258,228,33,48,24,12,2,10,37,5,0,22,53,.211,.288,.412,.700,96,94,3,4,0,3,2,9H/78,heywaja01
211,Sam Hilliard,10,2024,30,COL,NL,58,158,138,26,33,17,5,1,10,27,5,2,14,56,.239,.305,.507,.812,113,70,3,0,4,2,1,789/HD,hillisa01
212,Josh Lowe,10,2024,26,TBR,AL,106,387,353,37,85,54,19,2,10,34,25,1,32,123,.241,.302,.391,.693,98,138,2,0,0,2,4,97/HD8,lowejo01
213,Gavin Lux,10,2024,26,LAD,NL,139,487,439,59,110,74,24,2,10,50,5,2,44,110,.251,.320,.383,.703,99,168,8,2,0,2,0,*4H/6,luxga01
214,Dylan Moore,10,2024,31,SEA,AL,135,441,368,53,74,37,23,4,10,42,32,6,53,123,.201,.320,.367,.687,103,135,8,14,1,5,1,6547H3/8,mooredy01
215,Sean Murphy,10,2024,29,ATL,NL,72,264,233,19,45,29,5,1,10,25,0,0,27,67,.193,.284,.352,.636,76,82,7,3,0,1,1,2/H,murphse01
216,Jake Rogers,10,2024,29,DET,AL,102,337,310,43,61,34,16,1,10,36,1,0,22,99,.197,.255,.352,.607,70,109,6,3,0,2,1,2/DH,rogerja03
217,Eddie Rosario,10,2024,32,ATLWSN,NL,91,319,297,33,52,30,12,0,10,35,9,1,16,77,.175,.215,.316,.531,48,94,4,0,2,4,0,79D8/H,rosared01
218,Gavin Sheets,10,2024,28,CHW,AL,139,501,451,35,105,70,24,1,10,45,2,2,43,106,.233,.303,.357,.660,89,161,6,4,0,3,2,93DH,sheetga01
219,Spencer Torkelson,10,2024,24,DET,AL,92,381,342,45,75,43,21,1,10,37,0,0,33,105,.219,.295,.374,.669,88,128,6,4,0,1,0,3/D,torkesp01
220,Mike Trout,10,2024,32,LAA,AL,29,126,109,17,24,11,1,2,10,14,6,1,16,27,.220,.325,.541,.867,139,59,0,1,0,0,1,8/D,troutmi01
221,Masataka Yoshida,10,2024,30,BOS,AL,108,421,378,45,106,75,21,0,10,56,2,0,27,52,.280,.349,.415,.765,116,157,6,14,0,2,0,DH/7,yoshima02
222,José Caballero,9,2024,27,TBR,AL,139,483,441,53,100,66,24,1,9,44,44,16,27,133,.227,.283,.347,.630,80,153,6,9,3,3,1,654H/D,cabaljo01
223,Trent Grisham,9,2024,27,NYY,AL,76,209,179,21,34,17,8,0,9,31,1,1,22,57,.190,.290,.385,.675,91,69,5,4,1,2,1,8H/D,grishtr01
224,J.P. Crawford,9,2024,29,SEA,AL,105,451,392,55,79,52,16,2,9,37,5,0,52,102,.202,.304,.321,.625,85,126,4,6,0,1,0,6/HD,crawfjp01
225,Santiago Espinal,9,2024,29,CIN,NL,118,391,357,32,88,67,12,0,9,45,11,1,24,54,.246,.295,.356,.650,77,127,7,2,4,4,1,54HD/679,espinsa01
226,Thairo Estrada,9,2024,28,SFG,NL,96,381,364,43,79,53,15,2,9,47,2,2,10,76,.217,.247,.343,.590,68,125,8,5,0,2,0,4/DH,estrath01
227,Andrés Giménez,9,2024,25,CLE,AL,152,633,583,64,147,115,22,1,9,63,30,5,26,97,.252,.298,.340,.638,82,198,11,15,3,6,1,*4,gimenan01
228,Yasmani Grandal,9,2024,35,PIT,NL,72,243,215,26,49,30,10,0,9,27,1,0,24,46,.228,.304,.400,.704,96,86,7,0,3,1,0,2/H3,grandya01
229,Danny Jansen,9,2024,29,BOSTOR,AL,92,324,278,35,57,35,13,0,9,24,0,0,40,61,.205,.309,.349,.658,87,97,4,3,0,3,0,2H/D,janseda01
230,Connor Joe,9,2024,31,PIT,NL,123,416,364,49,83,51,22,1,9,36,2,2,44,91,.228,.320,.368,.688,93,134,7,6,0,2,1,39H/7D,joeco01
231,Carson Kelly,9,2024,29,DETTEX,AL,91,313,281,32,67,48,9,1,9,37,0,0,25,55,.238,.313,.374,.687,96,105,6,6,0,1,0,2/DH,kellyca02
232,Parker Meadows,9,2024,24,DET,AL,82,298,270,39,66,39,12,6,9,28,9,4,25,76,.244,.310,.433,.743,107,117,0,1,1,1,0,8/H,meadopa01
233,José Miranda,9,2024,26,MIN,AL,121,429,401,44,114,73,28,4,9,49,2,2,18,66,.284,.322,.441,.763,112,177,13,6,0,4,1,5DH3/6,miranjo01
234,Connor Norby,9,2024,24,BALMIA,ALNL,45,194,178,32,42,24,9,0,9,20,3,3,15,64,.236,.294,.438,.732,101,78,2,0,0,1,0,54/D,norbyco01
235,Wenceel Pérez,9,2024,24,DET,AL,112,425,389,51,94,63,16,6,9,37,9,5,32,92,.242,.300,.383,.683,92,149,5,1,2,1,0,98H/7D,perezwe01
236,Tommy Pham,9,2024,36,CHWKCRSTL,ALNL,116,478,440,49,109,77,20,3,9,39,7,3,35,106,.248,.305,.368,.674,92,162,5,2,0,1,0,978/DH,phamth01
237,Pavin Smith,9,2024,28,ARI,NL,60,158,137,26,37,17,11,0,9,36,1,0,18,31,.270,.348,.547,.896,144,75,4,0,0,3,0,397H/D1,smithpa04
238,Tyler Soderstrom,9,2024,22,OAK,AL,61,213,189,18,44,25,10,0,9,26,0,0,20,53,.233,.315,.429,.743,114,81,7,3,0,1,1,3/H2,soderty01
239,Jacob Stallings,9,2024,34,COL,NL,82,281,243,31,64,37,17,1,9,36,0,0,27,65,.263,.357,.453,.810,116,110,10,9,1,1,1,2/HD,stallja01
240,Jack Suwinski,9,2024,25,PIT,NL,88,277,247,29,45,28,8,0,9,26,9,1,27,79,.182,.264,.324,.588,64,80,3,1,1,1,2,879H,suwinja01
241,Jared Triolo,9,2024,26,PIT,NL,125,446,394,41,85,65,10,1,9,46,8,1,42,118,.216,.296,.315,.611,72,124,5,5,0,5,0,54/36H9,triolja01
242,Gio Urshela,9,2024,32,ATLDET,ALNL,128,461,432,34,108,79,19,1,9,52,0,0,23,72,.250,.286,.361,.647,81,156,13,1,0,5,1,*53/H6D,urshegi01
243,James Wood,9,2024,21,WSN,NL,79,336,295,43,78,52,13,4,9,41,14,8,39,97,.264,.354,.427,.781,121,126,1,2,0,0,1,7,woodja03
244,Miguel Amaya,8,2024,25,CHC,NL,117,363,328,32,76,53,13,2,8,47,0,0,23,62,.232,.288,.357,.644,82,117,5,4,5,3,0,*2/H,amayami01
245,Patrick Bailey,8,2024,25,SFG,NL,121,448,401,46,94,69,16,1,8,46,4,0,39,100,.234,.298,.339,.637,83,136,10,0,1,7,0,*2H/D,bailepa01
246,Will Brennan,8,2024,26,CLE,AL,114,353,330,37,87,64,13,2,8,30,4,2,19,48,.264,.309,.388,.697,97,128,9,3,0,1,2,97HD/8,brennwi02
247,Oswaldo Cabrera,8,2024,25,NYY,AL,108,326,299,47,74,55,11,0,8,36,4,2,21,63,.247,.296,.365,.661,88,109,6,1,2,3,0,5H34/6791,cabreos01
248,Luis Campusano,8,2024,25,SDP,NL,91,299,277,37,63,42,13,0,8,40,0,0,20,41,.227,.281,.361,.642,78,100,11,1,0,1,0,2H/3,campulu01
249,Dominic Canzone,8,2024,26,SEA,AL,67,188,168,20,33,18,7,0,8,17,1,0,18,53,.196,.271,.381,.652,90,64,5,0,0,2,2,97H/D,canzodo01
250,Victor Caratini,8,2024,30,HOU,AL,87,274,245,30,66,49,8,1,8,30,0,1,23,53,.269,.336,.408,.744,111,100,6,3,0,3,1,2H3/D,caratvi01
251,Stuart Fairchild,8,2024,28,CIN,NL,94,233,209,33,45,29,8,0,8,30,13,1,17,60,.215,.286,.368,.654,77,77,1,4,2,1,0,8H97/D,faircst01
252,Nick Gordon,8,2024,28,MIA,NL,95,275,260,29,59,39,11,1,8,32,5,5,11,67,.227,.258,.369,.627,72,96,5,1,0,3,0,7H8/49D,gordoni01
253,David Hamilton,8,2024,26,BOS,AL,98,317,294,47,73,47,17,1,8,28,33,4,22,80,.248,.303,.395,.697,96,116,1,1,0,0,0,64H,hamilda03
254,Kyle Isbel,8,2024,27,KCR,AL,136,426,384,62,88,59,13,8,8,42,11,2,27,88,.229,.287,.367,.654,85,141,4,5,8,2,0,*8H,isbelky01
255,Edouard Julien,8,2024,25,MIN,AL,94,301,266,36,53,36,9,0,8,21,6,0,33,102,.199,.292,.323,.616,74,86,2,2,0,0,0,4H/D3,julieed01
256,Max Kepler,8,2024,31,MIN,AL,105,399,368,43,93,63,21,1,8,42,1,0,22,80,.253,.302,.380,.682,91,140,3,5,0,3,0,9H/D,keplema01
257,Isiah Kiner-Falefa,8,2024,29,PITTOR,ALNL,133,496,465,53,125,95,18,4,8,43,11,2,16,78,.269,.306,.376,.683,92,175,12,10,3,2,0,456/H18,kineris01
258,Justyn-Henry Malloy,8,2024,24,DET,AL,71,230,202,18,41,25,7,1,8,21,1,1,23,85,.203,.291,.366,.658,85,74,2,3,0,2,0,D7H/9,malloju02
259,James McCann,8,2024,34,BAL,AL,65,233,214,27,50,33,9,0,8,31,1,0,13,56,.234,.279,.388,.667,91,83,3,2,0,4,0,2/1,mccanja02
260,Jake McCarthy,8,2024,26,ARI,NL,142,495,442,66,126,98,13,7,8,56,25,6,31,78,.285,.349,.400,.749,108,177,4,14,5,3,1,*987H/D,mccarja02
261,Garrett Mitchell,8,2024,25,MIL,NL,69,224,196,33,50,27,12,3,8,21,11,4,25,71,.255,.342,.469,.812,124,92,1,1,2,0,0,89H/D,mitchga01
262,David Peralta,8,2024,36,SDP,NL,91,260,236,35,63,44,11,0,8,28,2,0,22,54,.267,.335,.415,.750,109,98,3,2,0,0,0,9HD7,peralda01
263,Kevin Pillar,8,2024,35,CHWLAA,AL,100,314,284,38,65,40,16,1,8,45,12,3,16,69,.229,.291,.377,.667,87,107,10,10,1,3,0,8H79D,pillake01
264,Anthony Rizzo,8,2024,34,NYY,AL,92,375,337,38,77,57,12,0,8,35,0,0,27,65,.228,.301,.335,.637,82,113,7,9,0,2,0,3/H,rizzoan01
265,Brayan Rocchio,8,2024,23,CLE,AL,143,442,383,50,79,53,18,0,8,36,10,6,44,90,.206,.298,.316,.614,76,121,11,8,2,5,1,*6/H,rocchbr01
266,Josh Rojas,8,2024,30,SEA,AL,142,476,422,48,95,66,19,2,8,31,10,4,46,108,.225,.304,.336,.641,90,142,6,3,1,2,1,*5H4/713D,rojasjo01
267,Donovan Solano,8,2024,36,SDP,NL,96,309,283,31,81,60,13,0,8,35,2,1,22,65,.286,.343,.417,.760,112,118,6,3,0,1,0,5DH3/4,solando01
268,Lenyn Sosa,8,2024,24,CHW,AL,100,369,351,28,89,68,13,0,8,35,3,1,12,77,.254,.283,.359,.642,83,126,5,3,2,1,1,54/H3D,sosale01
269,Jose Trevino,8,2024,31,NYY,AL,73,234,209,26,45,32,5,0,8,28,1,0,20,41,.215,.288,.354,.642,82,74,12,2,1,2,0,2/H1,trevijo01
270,Nelson Velázquez,8,2024,25,KCR,AL,64,230,205,31,41,24,8,1,8,27,2,0,19,61,.200,.274,.366,.640,81,75,6,3,0,3,0,D97/H,velazne01
271,LaMonte Wade Jr.,8,2024,30,SFG,NL,117,401,331,45,86,62,16,0,8,34,2,1,62,90,.260,.380,.381,.761,120,126,2,4,1,3,5,3H9/D7,wadela01
272,Patrick Wisdom,8,2024,32,CHC,NL,75,174,158,16,27,10,7,2,8,23,5,0,10,59,.171,.237,.392,.629,75,62,1,4,1,1,0,H35D/9471,wisdopa01
273,Addison Barger,7,2024,24,TOR,AL,69,225,208,20,41,23,11,0,7,28,2,0,14,60,.197,.250,.351,.601,68,73,1,1,0,1,0,59H7/D,bargead01
274,Mark Canha,7,2024,35,DETSFG,ALNL,125,462,393,46,95,68,20,0,7,42,7,0,51,96,.242,.344,.346,.690,97,136,10,13,0,5,2,3D7H9/5,canhama01
275,Jake Cave,7,2024,31,COL,NL,123,346,323,42,81,53,16,5,7,37,5,2,18,98,.251,.290,.396,.686,82,128,6,1,1,3,1,*97H/8D,caveja01
276,Tyler Freeman,7,2024,25,CLE,AL,118,383,330,48,69,47,14,1,7,32,11,6,28,53,.209,.305,.321,.626,79,106,15,19,3,3,1,8H6/54D,freemty01
277,Maikel Garcia,7,2024,24,KCR,AL,157,626,575,84,133,94,27,5,7,58,37,2,42,103,.231,.281,.332,.614,75,191,7,0,4,5,0,*54H/69,garcima01
278,Nick Gonzales,7,2024,25,PIT,NL,94,387,359,42,97,68,19,3,7,49,5,3,18,74,.270,.311,.398,.709,97,143,8,5,1,4,1,4/6H5,gonzani01
279,Derek Hill,7,2024,28,MIASFGTEX,ALNL,53,172,162,19,39,26,4,2,7,25,6,2,5,56,.241,.271,.420,.690,91,68,2,2,2,1,0,87H/9D,hillde01
280,Nico Hoerner,7,2024,27,CHC,NL,151,641,582,86,159,116,35,1,7,48,31,6,44,66,.273,.335,.373,.708,101,217,8,12,0,3,1,*46/H,hoernni01
281,Josh Jung,7,2024,26,TEX,AL,46,188,178,19,47,34,5,1,7,16,4,0,8,48,.264,.298,.421,.719,108,75,1,1,0,1,0,5/D,jungjo01
282,Starling Marte,7,2024,35,NYM,NL,94,370,335,46,90,67,13,3,7,40,16,1,27,81,.269,.327,.388,.715,103,130,8,3,3,2,1,9/DH,martest01
283,Tyler Nevin,7,2024,27,OAK,AL,87,278,245,22,50,33,10,0,7,20,1,0,25,64,.204,.288,.331,.618,80,81,5,5,0,3,0,359H7/D,nevinty01
284,Pedro Pagés,7,2024,25,STL,NL,68,218,202,19,48,36,3,2,7,27,2,0,13,58,.238,.281,.376,.657,84,76,7,0,1,2,0,2/H3,pagespe02
285,Ben Rice,7,2024,25,NYY,AL,50,178,152,20,26,13,6,0,7,23,0,1,20,48,.171,.264,.349,.613,73,53,2,1,0,5,0,3/H2,ricebe01
286,Max Schuemann,7,2024,27,OAK,AL,133,459,396,55,87,66,14,0,7,34,14,1,47,119,.220,.311,.308,.619,82,122,8,7,5,4,0,65/4H789,schuema01
287,Nick Senzel,7,2024,29,CHWWSN,ALNL,74,267,236,25,46,28,11,0,7,18,1,3,28,61,.195,.283,.331,.614,74,78,6,1,1,0,1,5D/H9,senzeni01
288,Edmundo Sosa,7,2024,28,PHI,NL,90,274,249,39,64,41,12,4,7,31,7,1,13,66,.257,.313,.422,.734,102,105,5,8,1,2,0,654H,sosaed01
289,Mike Tauchman,7,2024,33,CHC,NL,109,350,298,50,74,54,12,1,7,29,6,2,47,70,.248,.357,.366,.723,106,109,7,4,0,1,0,9HD78,tauchmi01
290,Tyrone Taylor,7,2024,30,NYM,NL,130,345,319,47,79,47,22,3,7,35,11,2,19,80,.248,.299,.401,.701,98,128,4,5,1,1,1,*98H7/D,tayloty01
291,Brice Turang,7,2024,24,MIL,NL,155,619,559,72,142,107,24,4,7,57,50,6,50,105,.254,.316,.349,.665,86,195,8,2,5,3,1,*4H/D,turanbr02
292,Christian Vázquez,7,2024,33,MIN,AL,93,315,294,29,65,48,10,0,7,27,3,1,11,65,.221,.248,.327,.575,60,96,11,1,5,4,0,2/5DH3,vazquch01
293,Jonathan Aranda,6,2024,26,TBR,AL,44,143,128,22,30,17,7,0,6,14,0,0,12,32,.234,.308,.430,.737,109,55,2,2,0,1,0,3DH/45,arandjo01
294,Javier Báez,6,2024,31,DET,AL,80,289,272,25,50,32,12,0,6,37,8,1,12,69,.184,.221,.294,.516,44,80,10,2,0,3,1,6/H,baezja01
295,Junior Caminero,6,2024,20,TBR,AL,43,177,165,15,41,25,9,1,6,18,2,0,11,38,.248,.299,.424,.724,105,70,2,1,0,0,2,5/D3H,caminju01
296,Jonny DeLuca,6,2024,25,TBR,AL,107,362,332,29,72,50,12,4,6,31,16,6,24,77,.217,.278,.331,.609,75,110,1,4,2,0,1,98H7/D,delucjo01
297,Elias Díaz,6,2024,33,COLSDP,NL,96,351,325,27,86,60,20,0,6,39,0,0,20,69,.265,.313,.382,.695,86,124,15,4,0,2,2,2D/H,diazel01
298,Tommy Edman,6,2024,29,LAD,NL,37,153,139,20,33,21,5,1,6,20,6,0,11,30,.237,.294,.417,.711,99,58,2,1,0,2,0,86/H4,edmanto01
299,Freddy Fermin,6,2024,29,KCR,AL,111,368,339,40,92,72,14,0,6,36,2,0,23,66,.271,.319,.366,.685,95,124,10,2,1,3,1,2D/H,fermifr01
300,Romy González,6,2024,27,BOS,AL,89,216,199,25,53,36,10,1,6,29,11,3,12,58,.266,.306,.417,.723,102,83,5,1,0,4,0,H4635/97D8,gonzaro01
301,Eloy Jiménez,6,2024,27,BALCHW,AL,98,349,324,25,77,57,14,0,6,23,3,0,22,70,.238,.289,.336,.626,80,109,13,2,0,1,1,DH/9,jimenel02
302,Otto Lopez,6,2024,25,MIA,NL,117,434,403,49,109,79,23,1,6,39,20,4,25,75,.270,.313,.377,.690,91,152,13,1,2,2,0,4/6H578,lopezot01
303,Blake Perkins,6,2024,27,MIL,NL,121,434,383,54,92,71,13,2,6,43,23,5,42,108,.240,.316,.332,.647,81,127,3,3,0,6,1,*8H/D,perkibl01
304,Luis Rengifo,6,2024,27,LAA,AL,78,304,283,41,85,65,13,1,6,30,24,7,16,44,.300,.347,.417,.763,115,118,6,4,1,0,0,54/H69D,rengilu01
305,Miguel Rojas,6,2024,35,LAD,NL,103,337,307,41,87,60,21,0,6,36,8,2,23,34,.283,.337,.410,.748,111,126,8,3,2,2,0,64H5/13,rojasmi02
306,Casey Schmitt,6,2024,25,SFG,NL,40,113,107,11,27,16,4,1,6,16,0,0,4,25,.252,.283,.477,.760,113,51,2,1,0,1,0,46/5HD,schmica01
